window_id,clip_id,species,common_name,taxon_group,label,label_id,group,source,location,observation_date,split,clip_offset_s,n_windows_in_clip
25747,12184,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,4
25748,12185,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25749,12185,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25750,12186,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25751,12187,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25752,12187,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25753,12188,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25754,12188,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25755,12189,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,7
25756,12189,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,7
25757,12189,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,7
25758,12189,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,7
25759,12189,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,6.0,7
25760,12189,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,7.5,7
25761,12189,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,9.0,7
25762,12190,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,4
25763,12190,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,4
25764,12190,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,4
25765,12190,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,4
25766,12191,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25767,12192,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25768,12193,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25769,12193,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25770,12194,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25771,12194,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25772,12195,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25773,12196,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,4
25774,12196,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,4
25775,12196,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,4
25776,12196,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,4
25777,12197,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25778,12197,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25779,12198,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25780,12198,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25781,12199,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,4
25782,12199,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,4
25783,12199,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,4
25784,12199,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,4
25785,12200,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25786,12200,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25787,12201,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25788,12201,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25789,12202,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,7
25790,12202,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,7
25791,12202,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,7
25792,12202,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,7
25793,12202,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,6.0,7
25794,12202,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,7.5,7
25795,12202,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,9.0,7
25796,12203,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25797,12204,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25798,12205,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25799,12205,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25800,12206,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25801,12206,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25802,12207,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25803,12208,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25804,12209,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25805,12209,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25806,12210,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25807,12210,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25808,12211,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25809,12212,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,3
25810,12212,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,3
25811,12212,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,3
25812,12213,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,5
25813,12213,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,5
25814,12213,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,5
25815,12213,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,5
25816,12213,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,6.0,5
25817,12214,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25818,12215,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25819,12216,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,3
25820,12216,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,3
25821,12216,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,3
25822,12217,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,3
25823,12217,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,3
25824,12217,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,3
25825,12218,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,3
25826,12218,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,3
25827,12218,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,3
25828,12219,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,3
25829,12219,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,3
25830,12219,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,3
25831,12220,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25832,12220,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25833,12221,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,4
25834,12221,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,4
25835,12221,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,4
25836,12221,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,4
25837,12222,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,3
25838,12222,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,3
25839,12222,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,3
25840,12223,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25841,12223,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25842,12224,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25843,12225,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25844,12226,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25845,12226,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25846,12227,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,3
25847,12227,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,3
25848,12227,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,3
25849,12228,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,5
25850,12228,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,5
25851,12228,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,5
25852,12228,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,5
25853,12228,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,6.0,5
25854,12229,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,4
25855,12229,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,4
25856,12229,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,4
25857,12229,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,4
25858,12230,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,5
25859,12230,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,5
25860,12230,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,5
25861,12230,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,5
25862,12230,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,6.0,5
25863,12231,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,5
25864,12231,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,5
25865,12231,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,3.0,5
25866,12231,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,4.5,5
25867,12231,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,6.0,5
25868,12232,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,1
25869,12233,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25870,12233,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
25871,12234,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,0.0,2
25872,12234,Orcinus orca,Killer whale,toothed whale,Orcinus_orca,13,watkins:92302,"Watkins Marine Mammal Sound Database (WMMD, ""All Cuts"")","Kikvika, Norway",1992-12-29T00:00:00Z,train,1.5,2
