source,site_id,lat,lon,coord_precision_km,date,species,common_name,taxon_group,n_detections,n_events,ecotypes
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,13,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-07-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,12,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-26,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,13,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,10,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-08-31,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,32,28,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,17,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,68,55,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,23,20,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,17,16,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,68,58,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,24,23,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,7,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,20,16,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,29,24,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,14,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,17,16,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,13,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,17,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-09-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,10,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,9,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,25,23,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,50,41,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,23,20,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,36,32,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,36,32,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,2,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,23,23,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,17,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,59,48,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,18,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,29,21,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-10-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,6,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-11-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,4,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-11-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,15,12,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-11-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,18,18,
aad,aad:casey2017,-63.7955,111.7872,1.0,2017-11-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,10,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-02-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-02-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-02-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-02-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,34,22,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-02-26,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,42,24,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-02-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,87,40,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-02-27,Balaenoptera physalus,Fin whale,baleen whale,13,8,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,59,33,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-05,Balaenoptera physalus,Fin whale,baleen whale,12,9,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,11,7,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-09,Balaenoptera physalus,Fin whale,baleen whale,35,10,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,31,17,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-10,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-12,Balaenoptera physalus,Fin whale,baleen whale,32,20,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-14,Balaenoptera physalus,Fin whale,baleen whale,6,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,8,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-16,Balaenoptera physalus,Fin whale,baleen whale,2,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,29,14,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-18,Balaenoptera physalus,Fin whale,baleen whale,4,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-20,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,6,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-20,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,15,9,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-22,Balaenoptera physalus,Fin whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,19,9,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,25,14,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-27,Balaenoptera physalus,Fin whale,baleen whale,3,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,22,15,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-29,Balaenoptera physalus,Fin whale,baleen whale,3,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-03-31,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,49,25,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,12,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-05,Balaenoptera physalus,Fin whale,baleen whale,3,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-09,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-09,Balaenoptera physalus,Fin whale,baleen whale,9,7,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-11,Balaenoptera physalus,Fin whale,baleen whale,3,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-13,Balaenoptera physalus,Fin whale,baleen whale,4,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,47,26,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,78,61,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,41,24,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,53,27,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-24,Balaenoptera physalus,Fin whale,baleen whale,455,115,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,83,40,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,67,31,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-27,Balaenoptera physalus,Fin whale,baleen whale,120,45,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,114,70,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-04-29,Balaenoptera physalus,Fin whale,baleen whale,50,27,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,90,39,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,86,41,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-03,Balaenoptera physalus,Fin whale,baleen whale,4,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,56,29,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-05,Balaenoptera physalus,Fin whale,baleen whale,54,26,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,50,24,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-06,Balaenoptera physalus,Fin whale,baleen whale,321,77,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,30,21,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-08,Balaenoptera physalus,Fin whale,baleen whale,2,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,20,13,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-10,Balaenoptera physalus,Fin whale,baleen whale,4,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,104,51,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,36,21,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-14,Balaenoptera physalus,Fin whale,baleen whale,55,25,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-16,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-16,Balaenoptera physalus,Fin whale,baleen whale,9,7,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,17,11,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-17,Balaenoptera physalus,Fin whale,baleen whale,7,6,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-21,Balaenoptera physalus,Fin whale,baleen whale,12,9,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-23,Balaenoptera physalus,Fin whale,baleen whale,11,8,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,7,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-27,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,8,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-28,Balaenoptera physalus,Fin whale,baleen whale,35,20,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-05-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,23,11,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,19,13,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-01,Balaenoptera physalus,Fin whale,baleen whale,3,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,23,17,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-03,Balaenoptera physalus,Fin whale,baleen whale,2,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-05,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,15,10,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-05,Balaenoptera physalus,Fin whale,baleen whale,3,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-07,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,15,11,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-07,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,19,12,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-10,Balaenoptera physalus,Fin whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,7,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,31,19,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-18,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,27,13,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-21,Balaenoptera physalus,Fin whale,baleen whale,10,9,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-27,Balaenoptera physalus,Fin whale,baleen whale,17,7,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-29,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,26,15,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-06-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-21,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,7,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-22,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,13,8,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-26,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,14,9,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-07-30,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,6,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,21,13,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,6,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-19,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,19,11,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-24,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,10,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-08-28,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-01,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,4,2,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-03,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-04,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,21,13,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-06,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-08,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,4,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-10,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,9,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-12,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-14,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,8,5,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-15,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-17,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,5,3,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-23,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,25,15,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-25,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,15,8,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-09-27,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,1,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-10-02,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,29,18,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-10-11,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,2,1,
aad,aad:kerguelen2005,-62.5907,81.2607,1.0,2005-10-13,Balaenoptera musculus intermedia,Antarctic blue whale,baleen whale,3,2,
