clip,window,species,common_name,tape,orig_sr,duration_s,pad_s,gain_db,split
80020015,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.012,0.988,-11.57,train
80020016,0,Megaptera novaeangliae,Humpback whale,80020,10240,5.662,0.0,8.34,train
80020016,1,Megaptera novaeangliae,Humpback whale,80020,10240,5.662,0.0,-18.15,train
80020016,2,Megaptera novaeangliae,Humpback whale,80020,10240,5.662,0.0,-25.3,train
80020016,3,Megaptera novaeangliae,Humpback whale,80020,10240,5.662,0.0,-1.37,train
80020017,0,Megaptera novaeangliae,Humpback whale,80020,10240,2.034,0.0,-21.89,train
80020018,0,Megaptera novaeangliae,Humpback whale,80020,10240,2.831,0.0,-16.48,train
80020019,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.139,0.861,-6.03,train
8002001B,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.139,0.861,5.73,train
8002001C,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.055,0.945,-18.08,train
8002001D,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.055,0.945,-5.14,train
8002001E,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.055,0.945,8.11,train
8002001F,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.547,0.453,-15.11,train
8002001G,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.791,0.209,-10.49,train
8002001H,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.435,0.565,-1.59,train
8002001I,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.613,0.388,-25.52,train
8002001J,0,Megaptera novaeangliae,Humpback whale,80020,10240,2.344,0.0,-13.64,train
8002001K,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.884,0.116,18.24,train
8002001L,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.884,0.116,11.32,train
8002001M,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.668,0.332,-11.64,train
8002001N,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.228,0.771,-14.23,train
8002001O,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.669,0.331,-0.9,train
8002001P,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.458,0.542,-14.97,train
8002001Q,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.102,0.898,-14.27,train
8002001R,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.842,0.158,11.25,train
8002001S,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.988,0.012,-6.18,train
8002001T,0,Megaptera novaeangliae,Humpback whale,80020,10240,2.133,0.0,-15.26,train
8002001U,0,Megaptera novaeangliae,Humpback whale,80020,10240,2.536,0.0,-14.87,train
8002001W,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.664,0.336,12.27,train
8002001X,0,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,-1.11,train
8002001X,1,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,3.78,train
8002001X,2,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,15.65,train
8002001X,3,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,-23.95,train
8002001Y,0,Megaptera novaeangliae,Humpback whale,80020,10240,2.822,0.0,-5.21,train
8002001Z,0,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,-24.15,train
8002001Z,1,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,-31.94,train
8002001Z,2,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,-13.81,train
8002001Z,3,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,-18.29,train
80020020,0,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,9.75,train
80020020,1,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,2.2,train
80020020,2,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,-14.99,train
80020020,3,Megaptera novaeangliae,Humpback whale,80020,10240,5.644,0.0,9.26,train
80020021,0,Megaptera novaeangliae,Humpback whale,80020,10240,1.575,0.425,-14.6,train
81012003,0,Eubalaena glacialis,North Atlantic right whale,81012,14900,2.509,0.0,11.96,train
81013001,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.537,0.0,25.21,train
81013002,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.605,0.0,-2.72,train
81013003,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.028,0.0,0.05,train
81013004,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,1.827,0.173,9.8,train
81013005,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.08,0.0,7.34,train
81013006,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,1.943,0.057,8.02,train
81013007,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.726,0.0,-12.38,train
81013008,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.808,0.0,-17.28,train
81013009,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.537,0.0,14.94,train
8101301A,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.817,0.0,-4.76,train
8101301B,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.01,0.0,-14.64,train
8101301B,1,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.01,0.0,-5.43,train
8101301C,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.943,0.0,13.95,train
8101301D,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.45,0.0,-4.2,train
8101301D,1,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.45,0.0,3.91,train
8101301E,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.977,0.0,27.13,train
8101301F,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.45,0.0,15.79,train
8101301F,1,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.45,0.0,-1.05,train
8101301G,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.247,0.0,-5.09,train
8101301G,1,Eubalaena glacialis,North Atlantic right whale,81013,14900,3.247,0.0,8.8,train
8101301H,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.977,0.0,-6.12,train
8101301I,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.943,0.0,13.32,train
8101301J,0,Eubalaena glacialis,North Atlantic right whale,81013,14900,2.706,0.0,-3.37,train
81014023,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.394,0.0,8.41,train
81014025,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.135,0.0,22.06,train
81014026,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.292,0.0,-2.17,train
81014027,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.871,0.129,12.46,train
81014029,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.887,0.0,-15.42,train
81014029,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.887,0.0,-13.75,train
8101402B,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.133,0.0,-7.01,train
8101402B,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.133,0.0,3.15,train
8101402E,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.103,0.0,-4.45,train
8101402F,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.329,0.0,-11.76,train
8101402I,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.255,0.0,22.78,train
8101402K,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.001,0.0,28.18,train
8101402L,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.583,0.0,2.02,train
8101402N,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.75,0.0,-8.42,train
8101402O,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.361,0.0,-13.14,train
8101402R,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.426,0.0,-9.75,train
8101402S,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.131,0.0,-3.79,train
8101402S,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.131,0.0,-2.72,train
8101402T,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.036,0.0,6.16,train
8101402T,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.036,0.0,-6.6,train
8101402U,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.777,0.0,-2.04,train
81014030,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.746,0.0,-9.7,train
81014031,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.119,0.0,16.04,train
81014033,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.419,0.0,-7.97,train
81014034,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.002,0.0,1.7,train
81014034,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.002,0.0,-5.49,train
81014035,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.414,0.0,-10.82,train
81014036,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.525,0.0,-7.24,train
81014036,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.525,0.0,5.66,train
81014038,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.35,0.0,17.46,train
8101403A,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.811,0.0,-11.45,train
8101403B,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.549,0.0,6.04,train
8101403E,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.563,0.0,25.05,train
8101403E,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,3.563,0.0,13.95,train
8101403F,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.321,0.0,-4.76,train
8101403G,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.223,0.0,-2.64,train
8101403I,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.124,0.0,24.84,train
8101403K,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.254,0.0,-5.09,train
8101403L,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.735,0.265,-5.26,train
8101403M,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,4.001,0.0,-11.57,train
8101403M,1,Eubalaena glacialis,North Atlantic right whale,81014,14900,4.001,0.0,-5.7,train
8101403M,2,Eubalaena glacialis,North Atlantic right whale,81014,14900,4.001,0.0,11.43,train
8101403N,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.19,0.0,15.05,train
8101403R,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.994,0.006,-11.25,train
8101403T,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.928,0.071,-0.2,train
8101403U,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.863,0.137,3.97,train
8101403V,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.7,0.3,-1.41,train
8101403W,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.255,0.0,6.32,train
8101403Y,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.157,0.0,-0.14,train
8101403Z,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,2.157,0.0,4.35,train
81014040,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.994,0.006,-4.24,train
81014041,0,Eubalaena glacialis,North Atlantic right whale,81014,14900,1.863,0.137,-1.43,train
81015002,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.613,0.0,-9.04,train
81015004,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.235,0.0,22.46,train
81015005,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,3.2,0.0,12.37,train
81015005,1,Eubalaena glacialis,North Atlantic right whale,81015,14900,3.2,0.0,-6.47,train
81015006,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.707,0.0,0.06,train
81015007,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.14,0.0,-15.37,train
81015008,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.455,0.0,-5.89,train
81015009,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.707,0.0,-16.77,train
8101500A,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.896,0.0,2.36,train
8101500B,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,3.525,0.0,12.47,train
8101500B,1,Eubalaena glacialis,North Atlantic right whale,81015,14900,3.525,0.0,-13.3,train
8101500C,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.455,0.0,7.14,train
8101500D,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,3.053,0.0,0.58,train
8101500D,1,Eubalaena glacialis,North Atlantic right whale,81015,14900,3.053,0.0,16.75,train
8101500F,0,Eubalaena glacialis,North Atlantic right whale,81015,14900,2.266,0.0,3.06,train
83002001,0,Eubalaena australis,Southern right whale,83002,5120,1.418,0.582,-36.28,test
83002002,0,Eubalaena australis,Southern right whale,83002,5120,1.418,0.582,-30.21,test
83002003,0,Eubalaena australis,Southern right whale,83002,5120,1.418,0.582,-23.31,test
83002004,0,Eubalaena australis,Southern right whale,83002,5120,1.418,0.582,-10.13,test
83002005,0,Eubalaena australis,Southern right whale,83002,5120,1.418,0.582,8.61,test
83002009,0,Eubalaena australis,Southern right whale,83002,5120,1.866,0.134,-1.09,test
8300200A,0,Eubalaena australis,Southern right whale,83002,5120,2.058,0.0,-20.1,test
8300200B,0,Eubalaena australis,Southern right whale,83002,5120,1.413,0.587,-17.48,test
8300200C,0,Eubalaena australis,Southern right whale,83002,5120,2.311,0.0,-13.08,test
8300200D,0,Eubalaena australis,Southern right whale,83002,5120,1.155,0.845,-30.21,test
86008001,0,Megaptera novaeangliae,Humpback whale,86008,14900,28.391,0.0,18.4,train
86008001,1,Megaptera novaeangliae,Humpback whale,86008,14900,28.391,0.0,-2.62,train
86008001,2,Megaptera novaeangliae,Humpback whale,86008,14900,28.391,0.0,13.58,train
86008001,3,Megaptera novaeangliae,Humpback whale,86008,14900,28.391,0.0,2.75,train
86008001,4,Megaptera novaeangliae,Humpback whale,86008,14900,28.391,0.0,-9.13,train
86008002,0,Megaptera novaeangliae,Humpback whale,86008,14900,9.025,0.0,-17.67,train
86008002,1,Megaptera novaeangliae,Humpback whale,86008,14900,9.025,0.0,19.39,train
86008002,2,Megaptera novaeangliae,Humpback whale,86008,14900,9.025,0.0,12.92,train
86008002,3,Megaptera novaeangliae,Humpback whale,86008,14900,9.025,0.0,-3.29,train
86008002,4,Megaptera novaeangliae,Humpback whale,86008,14900,9.025,0.0,-4.85,train
86008003,0,Megaptera novaeangliae,Humpback whale,86008,14900,19.194,0.0,-7.02,train
86008003,1,Megaptera novaeangliae,Humpback whale,86008,14900,19.194,0.0,-17.93,train
86008003,2,Megaptera novaeangliae,Humpback whale,86008,14900,19.194,0.0,17.71,train
86008003,3,Megaptera novaeangliae,Humpback whale,86008,14900,19.194,0.0,12.6,train
86008003,4,Megaptera novaeangliae,Humpback whale,86008,14900,19.194,0.0,8.61,train
86008005,0,Megaptera novaeangliae,Humpback whale,86008,14900,8.234,0.0,-8.54,train
86008005,1,Megaptera novaeangliae,Humpback whale,86008,14900,8.234,0.0,2.43,train
86008005,2,Megaptera novaeangliae,Humpback whale,86008,14900,8.234,0.0,-3.84,train
86008005,3,Megaptera novaeangliae,Humpback whale,86008,14900,8.234,0.0,-37.14,train
86008005,4,Megaptera novaeangliae,Humpback whale,86008,14900,8.234,0.0,-3.42,train
86008006,0,Megaptera novaeangliae,Humpback whale,86008,14900,8.971,0.0,13.76,train
86008006,1,Megaptera novaeangliae,Humpback whale,86008,14900,8.971,0.0,0.75,train
86008006,2,Megaptera novaeangliae,Humpback whale,86008,14900,8.971,0.0,-13.96,train
86008006,3,Megaptera novaeangliae,Humpback whale,86008,14900,8.971,0.0,8.03,train
86008006,4,Megaptera novaeangliae,Humpback whale,86008,14900,8.971,0.0,-3.54,train
86008007,0,Megaptera novaeangliae,Humpback whale,86008,14900,2.012,0.0,8.73,train
86008008,0,Megaptera novaeangliae,Humpback whale,86008,14900,2.285,0.0,5.18,train
86008009,0,Megaptera novaeangliae,Humpback whale,86008,14900,1.338,0.661,-11.58,train
8600800A,0,Megaptera novaeangliae,Humpback whale,86008,14900,3.881,0.0,-7.75,train
8600800A,1,Megaptera novaeangliae,Humpback whale,86008,14900,3.881,0.0,-17.52,train
8600800B,0,Megaptera novaeangliae,Humpback whale,86008,14900,2.674,0.0,2.81,train
8600800C,0,Megaptera novaeangliae,Humpback whale,86008,14900,1.089,0.911,-0.26,train
8600800D,0,Megaptera novaeangliae,Humpback whale,86008,14900,3.913,0.0,-8.29,train
8600800D,1,Megaptera novaeangliae,Humpback whale,86008,14900,3.913,0.0,-0.35,train
8600800E,0,Megaptera novaeangliae,Humpback whale,86008,14900,4.799,0.0,-3.7,train
8600800E,1,Megaptera novaeangliae,Humpback whale,86008,14900,4.799,0.0,18.92,train
8600800E,2,Megaptera novaeangliae,Humpback whale,86008,14900,4.799,0.0,5.78,train
8600800F,0,Megaptera novaeangliae,Humpback whale,86008,14900,4.986,0.0,4.37,train
8600800F,1,Megaptera novaeangliae,Humpback whale,86008,14900,4.986,0.0,8.56,train
8600800F,2,Megaptera novaeangliae,Humpback whale,86008,14900,4.986,0.0,2.21,train
8600800G,0,Megaptera novaeangliae,Humpback whale,86008,14900,8.442,0.0,-6.19,train
8600800G,1,Megaptera novaeangliae,Humpback whale,86008,14900,8.442,0.0,15.47,train
8600800G,2,Megaptera novaeangliae,Humpback whale,86008,14900,8.442,0.0,-10.24,train
8600800G,3,Megaptera novaeangliae,Humpback whale,86008,14900,8.442,0.0,8.48,train
8600800G,4,Megaptera novaeangliae,Humpback whale,86008,14900,8.442,0.0,-2.57,train
8600800H,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.056,0.0,0.67,train
8600800H,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.056,0.0,2.43,train
8600800H,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.056,0.0,17.33,train
8600800H,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.056,0.0,-4.56,train
8600800H,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.056,0.0,13.76,train
8600800I,0,Megaptera novaeangliae,Humpback whale,86008,14900,4.806,0.0,24.72,train
8600800I,1,Megaptera novaeangliae,Humpback whale,86008,14900,4.806,0.0,-6.76,train
8600800I,2,Megaptera novaeangliae,Humpback whale,86008,14900,4.806,0.0,7.56,train
8600800J,0,Megaptera novaeangliae,Humpback whale,86008,14900,4.615,0.0,-8.28,train
8600800J,1,Megaptera novaeangliae,Humpback whale,86008,14900,4.615,0.0,-8.22,train
8600800J,2,Megaptera novaeangliae,Humpback whale,86008,14900,4.615,0.0,18.86,train
8600800K,0,Megaptera novaeangliae,Humpback whale,86008,14900,4.539,0.0,10.44,train
8600800K,1,Megaptera novaeangliae,Humpback whale,86008,14900,4.539,0.0,-17.04,train
8600800K,2,Megaptera novaeangliae,Humpback whale,86008,14900,4.539,0.0,-3.04,train
8600800L,0,Megaptera novaeangliae,Humpback whale,86008,14900,16.504,0.0,19.42,train
8600800L,1,Megaptera novaeangliae,Humpback whale,86008,14900,16.504,0.0,-14.74,train
8600800L,2,Megaptera novaeangliae,Humpback whale,86008,14900,16.504,0.0,2.46,train
8600800L,3,Megaptera novaeangliae,Humpback whale,86008,14900,16.504,0.0,6.52,train
8600800L,4,Megaptera novaeangliae,Humpback whale,86008,14900,16.504,0.0,19.61,train
8600800M,0,Megaptera novaeangliae,Humpback whale,86008,14900,11.099,0.0,-2.01,train
8600800M,1,Megaptera novaeangliae,Humpback whale,86008,14900,11.099,0.0,7.46,train
8600800M,2,Megaptera novaeangliae,Humpback whale,86008,14900,11.099,0.0,-16.84,train
8600800M,3,Megaptera novaeangliae,Humpback whale,86008,14900,11.099,0.0,15.9,train
8600800M,4,Megaptera novaeangliae,Humpback whale,86008,14900,11.099,0.0,5.05,train
8600800N,0,Megaptera novaeangliae,Humpback whale,86008,14900,11.122,0.0,-13.11,train
8600800N,1,Megaptera novaeangliae,Humpback whale,86008,14900,11.122,0.0,6.66,train
8600800N,2,Megaptera novaeangliae,Humpback whale,86008,14900,11.122,0.0,2.15,train
8600800N,3,Megaptera novaeangliae,Humpback whale,86008,14900,11.122,0.0,-12.11,train
8600800N,4,Megaptera novaeangliae,Humpback whale,86008,14900,11.122,0.0,-35.3,train
8600800O,0,Megaptera novaeangliae,Humpback whale,86008,14900,25.962,0.0,-11.44,train
8600800O,1,Megaptera novaeangliae,Humpback whale,86008,14900,25.962,0.0,-23.69,train
8600800O,2,Megaptera novaeangliae,Humpback whale,86008,14900,25.962,0.0,-17.25,train
8600800O,3,Megaptera novaeangliae,Humpback whale,86008,14900,25.962,0.0,-8.78,train
8600800O,4,Megaptera novaeangliae,Humpback whale,86008,14900,25.962,0.0,-1.81,train
8600800Q,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.826,0.0,-24.62,train
8600800Q,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.826,0.0,1.58,train
8600800Q,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.826,0.0,-14.47,train
8600800Q,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.826,0.0,-14.94,train
8600800Q,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.826,0.0,17.09,train
8600800R,0,Megaptera novaeangliae,Humpback whale,86008,14900,9.679,0.0,7.69,train
8600800R,1,Megaptera novaeangliae,Humpback whale,86008,14900,9.679,0.0,-13.94,train
8600800R,2,Megaptera novaeangliae,Humpback whale,86008,14900,9.679,0.0,-6.44,train
8600800R,3,Megaptera novaeangliae,Humpback whale,86008,14900,9.679,0.0,-11.5,train
8600800R,4,Megaptera novaeangliae,Humpback whale,86008,14900,9.679,0.0,-10.04,train
8600800S,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.941,0.0,-17.67,train
8600800S,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.941,0.0,-13.08,train
8600800S,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.941,0.0,18.36,train
8600800S,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.941,0.0,-3.88,train
8600800S,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.941,0.0,-1.04,train
8600800T,0,Megaptera novaeangliae,Humpback whale,86008,14900,9.525,0.0,-1.75,train
8600800T,1,Megaptera novaeangliae,Humpback whale,86008,14900,9.525,0.0,17.92,train
8600800T,2,Megaptera novaeangliae,Humpback whale,86008,14900,9.525,0.0,-17.36,train
8600800T,3,Megaptera novaeangliae,Humpback whale,86008,14900,9.525,0.0,13.92,train
8600800T,4,Megaptera novaeangliae,Humpback whale,86008,14900,9.525,0.0,-0.85,train
8600800U,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.802,0.0,-5.26,train
8600800U,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.802,0.0,-0.82,train
8600800U,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.802,0.0,10.14,train
8600800U,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.802,0.0,-23.36,train
8600800U,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.802,0.0,-28.23,train
8600800V,0,Megaptera novaeangliae,Humpback whale,86008,14900,9.25,0.0,-16.47,train
8600800V,1,Megaptera novaeangliae,Humpback whale,86008,14900,9.25,0.0,15.12,train
8600800V,2,Megaptera novaeangliae,Humpback whale,86008,14900,9.25,0.0,-16.37,train
8600800V,3,Megaptera novaeangliae,Humpback whale,86008,14900,9.25,0.0,-3.04,train
8600800V,4,Megaptera novaeangliae,Humpback whale,86008,14900,9.25,0.0,-10.0,train
8600800W,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.727,0.0,-16.0,train
8600800W,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.727,0.0,-1.29,train
8600800W,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.727,0.0,-1.35,train
8600800W,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.727,0.0,-2.37,train
8600800W,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.727,0.0,-8.05,train
8600800X,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.057,0.0,5.01,train
8600800X,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.057,0.0,-14.33,train
8600800X,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.057,0.0,-15.99,train
8600800X,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.057,0.0,-0.13,train
8600800X,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.057,0.0,-10.82,train
8600800Y,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.906,0.0,-9.15,train
8600800Y,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.906,0.0,-6.59,train
8600800Y,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.906,0.0,-20.04,train
8600800Y,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.906,0.0,-0.3,train
8600800Y,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.906,0.0,8.44,train
8600800Z,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.119,0.0,12.55,train
8600800Z,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.119,0.0,-16.08,train
8600800Z,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.119,0.0,-10.18,train
8600800Z,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.119,0.0,-11.27,train
8600800Z,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.119,0.0,12.44,train
86008010,0,Megaptera novaeangliae,Humpback whale,86008,14900,12.292,0.0,3.02,train
86008010,1,Megaptera novaeangliae,Humpback whale,86008,14900,12.292,0.0,-5.35,train
86008010,2,Megaptera novaeangliae,Humpback whale,86008,14900,12.292,0.0,17.68,train
86008010,3,Megaptera novaeangliae,Humpback whale,86008,14900,12.292,0.0,0.56,train
86008010,4,Megaptera novaeangliae,Humpback whale,86008,14900,12.292,0.0,-14.09,train
86008011,0,Megaptera novaeangliae,Humpback whale,86008,14900,8.988,0.0,-8.49,train
86008011,1,Megaptera novaeangliae,Humpback whale,86008,14900,8.988,0.0,14.03,train
86008011,2,Megaptera novaeangliae,Humpback whale,86008,14900,8.988,0.0,-16.61,train
86008011,3,Megaptera novaeangliae,Humpback whale,86008,14900,8.988,0.0,20.15,train
86008011,4,Megaptera novaeangliae,Humpback whale,86008,14900,8.988,0.0,15.78,train
86008012,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.181,0.0,-10.66,train
86008012,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.181,0.0,-10.75,train
86008012,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.181,0.0,9.28,train
86008012,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.181,0.0,-16.53,train
86008012,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.181,0.0,20.22,train
86008013,0,Megaptera novaeangliae,Humpback whale,86008,14900,10.168,0.0,-3.34,train
86008013,1,Megaptera novaeangliae,Humpback whale,86008,14900,10.168,0.0,0.78,train
86008013,2,Megaptera novaeangliae,Humpback whale,86008,14900,10.168,0.0,-18.3,train
86008013,3,Megaptera novaeangliae,Humpback whale,86008,14900,10.168,0.0,-15.18,train
86008013,4,Megaptera novaeangliae,Humpback whale,86008,14900,10.168,0.0,-3.93,train
86008014,0,Megaptera novaeangliae,Humpback whale,86008,14900,13.428,0.0,-8.4,train
86008014,1,Megaptera novaeangliae,Humpback whale,86008,14900,13.428,0.0,12.91,train
86008014,2,Megaptera novaeangliae,Humpback whale,86008,14900,13.428,0.0,11.7,train
86008014,3,Megaptera novaeangliae,Humpback whale,86008,14900,13.428,0.0,1.47,train
86008014,4,Megaptera novaeangliae,Humpback whale,86008,14900,13.428,0.0,20.81,train
